stars,comment
5.0 out of 5 stars,"We were so sad when my husband fatally crunched his relatively new (to us) Samsung Galaxy S-7 cell phone - right after we had ordered a new case for it.  We were thrilled the KISS electronics could replace it with a refurbished phone at a reasonable price.  We have now restored all of the features that were on the old phone and life is GOOD! Thanks, KISS!!
            "
5.0 out of 5 stars,"This was an upgrade phone for me, and I really like the phone. It has been easy to use, the battery life is wonderful (my old phone wouldn't hold a charge throughout the day anymore). The price was great, considering I was looking at phones for three-to-five hundred dollars. Very similar to my old Samsung phone, so easy to figure out some newer features.
            "
3.0 out of 5 stars,"I have friends with the same phone,  and even running just the factory installed apps my battery life was terrible compared to theirs.  I ended up buying a replacement oversized battery and opening up the phone and replacing it. Kind of a pain, but that's life when you buy refurbished stuff I guess.
            "
3.0 out of 5 stars,"Refurbished and battery had a overheating problem.  I found out after that refurbished phones do have this issue a lot.
            "
3.0 out of 5 stars,"Was not notified that the device was rooted, the whole reason why I was sticking to Samsung is to use the Samsung pass and pay, did not even bother inquiring about having full functionality on the Samsung.
            "
2.0 out of 5 stars,"WeDeliverWireless - phone came damaged there are small cracks in the screen and the area where you plug it in to charge has most of the paint around it scratched off, when I purchased this phone before it was from SikkSound did a great job, the phone came in a flawless conditionEDIT: The phone no longer works due to ""moisture detected"" and is unable to charge
            "
2.0 out of 5 stars,"We received this phone with a poorly placed screen protector that had dust stuck under it. Upon peeling it up we found the screen scuffed, and the home button worn completely down and scratched. Disappointing, especially considering shipping took a week.
            "
4.0 out of 5 stars,"Few scuffs and scratches but it was refurbished so no big surprise. Phone was completely dead so I put it on the charger. It started to charge for less than a minute and the charging box made a really weird noise then it popped and stopped working. The phone went off and came back on by itself. I guess it was a problem with the charger because I've had no problems with the phone since I started using my old charging box.
            "
5.0 out of 5 stars,"I've ordered a number of used cell phones and had to send a few back. The ones from Prime Mobility have always held up and outlasted any others! This S7 was great. Amazing condition and everything synched up right away after putting my SIM in. Battery life has been good as well. Will always go to Prime Mobility storefront first!!
            "
5.0 out of 5 stars,"A refurbished phone that looks new.  I upgraded from an S4 and the speed of the S7 is much better along with 16 more GB.  The colors are crisp and I love the ""push the home button twice"" feature that takes you directly to the camera.  Great phone!
            "
5.0 out of 5 stars,"Seems to work pretty well, been using this for about 4 months now and it hasnt been slowing or breaking down so far. Comes with charger but the adapters kind of a knock off, it works fine but of course its not as good as the original fast charging adapter. Nice of them to apply a hard plastic screen protecter since there us a very and ever so slight crack on the screen but pretty unnoticeable when using it but I had to remove the protector since it made the touch screen less sensitive and can barely activate any button. Also overtime the battery may drain alil faster, I try to restart my phone every once a week or turn off battery saving when Im home to lessen the problem. Overall good price and works well!
            "
5.0 out of 5 stars,"I bought this phone about a week ago and so far, I have been very impressed with it. It came rather fast and sooner than expected. When I took the phone out of the box, it looked brand new with no scratches or obvious imperfections. The phone started right up and the screen looked perfect. Overall, I'm very impressed with this phone and would greatly consider buying another phone from ths company in the future.
            "
5.0 out of 5 stars,"Out of this box this phone was almost like new. Just needed to get a sim card from Diamond Wireless and everything works like new. Functionality works as expected and the S7 is great phone overall. This is a great product and even though a couple models old, performs admirably in comparison with all of the newer phones.
            "
5.0 out of 5 stars,"The S7 arrived in perfect condition.Couldn't tell the difference, between Refurbished and NewSet up was a breeze. I would buy it again.
            "
2.0 out of 5 stars,"I managed to get my old phone switched to this phone with out a problem but I believe the touch screen is not right. It randomly shows as if I'm clicking all over, send random gibberish and opens crazy apps. I tried powering down and can't touch power button since the touch screen shows as if I'm touching randomly all over the screen. It's extremely slow and glitchy where apps just start flashing and close. I can't type a text with out having to hit some spots in multiple areas and tack out letters not really typed. Last night it was at 6% battery and after sitting on my night stand charging for 2 hours was only up to 12%
            "
5.0 out of 5 stars,"OK I can't really afford phones, I have Page Plus and need unlocked phones. I had an S3 and the highest I could afford was an S7. It looks like new, its fast, it activated just fine with Page Plus. I've had it about a week and am very addicted. I am comparing this against my S3 but I'm very happy with this purchase!!!
            "
5.0 out of 5 stars,"This is a much more fiscally sound purchase than a Galaxy S8 from the carrier. I had some reservations about it being refurbished and worried the the carrier would give me trouble when I got it activated, but everything has been just fine.  :-)
            "
5.0 out of 5 stars,"I was a little concerned ordering a phone online, but it was a great experience.  Arrived Timely.  Looks brand new.  No wear and tear at all.  The battery is so much better than my Note 4.  I do miss the camera on my Note 4, but still good quality pictures.  I actually like the smaller size.  Fits in my pants pocket and it is much easier to deal with on a daily basis.
            "
5.0 out of 5 stars,"No problems.  Always look at ratings for the refurbisher you order from.  My refurbished s7 has performed like new for a fraction of the cost of a new phone.
            "
3.0 out of 5 stars,"Constantly dropped signal. Never able to call, but sometimes texts would work.Returned itBought from buySPRYThey were helpful, but couldn't get me another in time so I went with someone else.Also the thumb button was scratched.The phone itself was awesome though! Love the photos it takes!
            "
1.0 out of 5 stars,"Mobilespee said phone was a Verizon wireless phone which was not. Phone would not hold a charge, would not update. Verizon representative tried to install information but phone kept shutting off so they couldn't get anything through it. Guess you never know what junk you buy it sellers are dishonest!!
            "
5.0 out of 5 stars,"First-time used phone buyer here. I read a lot of reviews before buying a refurbished Galaxy S7. Most were negative, but I took a chance anyway. I'm only one week in on this purchase but so far, I'm very pleased. The only indications that this isn't a brand new phone are there's a bit of dust/crud in the charging port, and the after-market charger vs. a Samsung-branded charger. Otherwise, it seems to be in perfect condition. I did have to do several software updates back to back, but I don't think that's unusual.
            "
5.0 out of 5 stars,"Worth every penny, the screen wasn't scratched, looks like brand new, I like the new features of the S7.  Upgraded from an S5, such a difference
            "
5.0 out of 5 stars,"My refurbished samsung galaxy 7 came flawless, and, after inserting Consumer Cellular sim card, and 64 gig storage , and learning my new phone, it does some amazing things, and, takes cool photo's and videos on voice command.
            "
5.0 out of 5 stars,"Arrived on time and in excellent condition.  I installed a separately-purchased Verizon SIM, contacted Verizon for activation assistance and was up and running less than 20 minutes later.  I should also add that the battery works as though it had been replaced and the case is free from any signs of wear.  Excellent value.
            "
5.0 out of 5 stars,"I'm honestly blown away at this phone. I ordered it expecting the worst, despite the great reviews. I have had zero issues with my phone in the 2 weeks that i got it. The only thing that i questioned was the fact that i had to do 4 system updates, but once it got caught up everything was great. The phone looks and performs as if it were a brand new phone.
            "
4.0 out of 5 stars,"Screen is in near excellent condition (one miniscule scratch you have to look for). Back has expected wear from a cheap case.  Only real concern is whoever had this phone before obviously hadn't heard of gently plugging something in (paint scratched off in several areas around charge port area).  Overall though for a refurb and less than half what I paid for this model new last year, not too shabby!
            "
5.0 out of 5 stars,"Came on time. Came in prime condition. - The phone itself is absolutely excellent. I began using it every day, it even has made my life at work far easier. It counts my steps with Samsung Health, and is helping me to stay healthier. Great choice. Great smart phone!
            "
1.0 out of 5 stars,"It's been just over 3 months since I bought the phone, and already the charger port is finnicky and a pain. I will add, I only charge when the battery is low and never overnight. If the phone isn't held at a specific angle, it will not charge. Should have just bought the s8 from Verizon directly.
            "
5.0 out of 5 stars,"The only signs of wear are the witness marks from the previous owner's case and a scratch on the home button. The button and fingerprint reader work fine. The screen is perfect. Battery seems pretty good. Processor is pretty quick. I did have to go to the Verizon store to get a nano sim card as my existing sim card didn't fit (this was free & painless). Perfect buy for those that aren't cool with spending $600+ on the newest smartphone.
            "
