4.0 out of 5 stars,"I've had a Samsungs since high school. It is just easier to use and I know how they work. I like the slickness, the volume, and the picture quality. I am a simple person and I don't generally find out everything that my new technology does but the Samsung has prompted me to do just about everything it could possibly do. Also, it being unlocked worked out. I thought it was going to be a hassle but I walked right into AT&T and they had my new phone and new service up and running within 30 minutes. Great buy in my opinion. Being a prime member was worth it in the end also because it arrived on Sunday as promised. The only thing the US post office service dropped this VERY expensive device at the door without knocking to let anyone know it was there! As opposed to UPs or FEDEX they don't bother to get you to sign. I would advice using one of the Amazon mailbox stations at the QT gas station or where ever they are closest to your location. Much safer.
            "
1.0 out of 5 stars,"The US Warranty listed is not valid.  When I received my phone, I tried to register it on the Samsung website and received the error message: ""Possible reasons for the error include serial/IMEI number is not valid, product is older than 3 years, product was purchased outside the U.S.""Contacted Amazon, and a replacement phone was sent out.  When I attempted to register it, I had the same problem.  After spending an hour with Samsung customer service per the number in the warranty listing, the phone does NOT have a US Warranty available.
            "
1.0 out of 5 stars,"This product is not US version nor having any US warranty. Also model number mentioned is different than mentioned in phone settings. Amazon should blacklist this type of sellers. (VIPOUTLET). If this is mistake by Amazon, Amazon should be sued for manipulation. When i tried to register this phone, i got following message:""Possible reasons for the error include serial/IMEI number is not valid, product is older than 3 years, product was purchased outside the U.S.""
            "
5.0 out of 5 stars,"It's a Samsung so I live it. I got this to replace my S7 that was terrible,and battery life as super low.I was thinking about getting the S9 with Sprint,but their prices are insane and the S9 has not much difference from the S8 other the finger print scanner button, new processor and new camera. It is not worth the price and the monthly payment to the carrier. I decided to get a unlocked S8 and not own them a penny what's great. It works with Sprint just fine, I highly recommend you to buy your own phone than deal with these carrier financing scam.
            "
5.0 out of 5 stars,"I love the look and functionality of this phone. It's got plenty of internal storage and a slot for my memory chip. I'm not thrilled with the charging port, all my micro USB chargers are now useless, and the battery life is not amazing. My old phone, a cheap Samsung J3, had a 12 hour battery life. Usually, far longer. Even so, I love this phone and it did come with an attachment to convert one of my micro USB car chargers into a compatible charger, so... Ultimately, a great purchase. I'll just have to charge it on long work days.
            "
1.0 out of 5 stars,"I bought this in September of 2017 and absolutely loved it. Then they pushed an update for Oreo about 6 months ago which caused the phone to no longer allow Bluetooth control of streaming services through my vehicles head unit. I waited for a fix. I looked online, and tried everything from factory resets to changing developer mode settings, updating the firmware on the head unit, contacting Pandora's tech support. Samsung's solution is for me to send it (my only active phone) in, and wait a week or two with no phone so they can send me a refurbished one... with no guarantee that it will fix the issue. Yep, I send them a phone that was purchased new, go without a phone for two weeks, and then they'll send me back a 'refurbished' phone potentially with a scratched up screen and poor battery, that will likely not fix the issue since it is clearly a software problem. I used to swear by Samsung, but I can no longer recommend Samsung to anyone based on my S8 not working properly for 2/3 of the time I've owned it. I currently own the following Samsung devices, Galaxy S3, S4, S5, S6, S7, S8, Gear, Gear S Nano, Samsung Refrigerator, and a Curved 4k TV. I say this so you know how much I have enjoyed Samsung in the past. If they release an update that breaks something, their expectation is that you'll just go buy a new one - I've given them 6 months to fix what they broke in the Oreo update and they haven't done it... they haven't had any trouble though pushing their new phone. No thanks. Now as items stop working I will make sure to avoid Samsung.
            "
1.0 out of 5 stars,"The Samsung Galaxy S8 I was shipped had model number SM-G950F, which is the international version of the phone, not the US version as specified in this item.I recently got lines of dead pixels in my S8 and Samsung refuses to pay for it because the international version of the phone does not have a warranty coverage as promised in this item.
            "
1.0 out of 5 stars,"What I like the most about the phone is that it was a unlocked phone but when I had it activated by T-mobile it work fine for a day unlimited data,talk, and texted. The second day I got a notice in notification screen that it needed a Verizon Sim card ,the phone became useless no talk no text. I reboot the phone and notice at start up a Verizon start up screen a peers.  Is the phone locked or unlocked as advertised?
            "
5.0 out of 5 stars,"I was skeptical about buying this phone off Amazon instead of Verizon because the reviews were half good, half bad as far as activating it on the Verizon network.  My advice is dont go to the store and activate yourself on their website.  It takes just 5-10 minutes.  Just make sure to have a Verizon nano SIM card, I was able to use the one from my iphone 6.  Transfer your contacts, music etc on their app as well, it's very easy.  Other than that the actual phone is great.  Very sleek looking phone.  This phone is $756 at Verizon and they try to sell their payment plan to you but I would much rather pay the cheaper Amazon price and keep my phone bill lower.  If you're on the fence like I was I hope this review can help you out.
            "
5.0 out of 5 stars,"This review is coming from a long time Apple user. After years of drink the koolaid I decided to make a change.Upgrading from the Apple ecosystem isn't easy as it is a big change but this phone is incredible. It may not be a 2018 flagship but it is still great.CAMERA: the 12 megapixel camera is clear and bright. It does not take the best low light pictures but as good if not better than other flagship of 2017. In daylight this camera shines and is excellent.SCREEN: Samsung has a always had the best quality smartphone screens. The infinity display is something to get used to but the super sampled display is no different. The colors are bright and vibrant. When the display is set to 1440p (factory defaults the display to 1080p) is crystal clear and watching videos or photos it will blow your mind if you compare it to comparable smartphones.DESIGN: The infinity display and glad back are a very elegant design, while allowing for great features and one not so great.FEATURES: This phone most of the features of 2018 flagships. Fingerprint scanner, face unlock and iris scanner. The only thing is the placement of the fingerprint scanner is in less than a desirable location. Being right next to the camera lens it is very easy to smudge it when reaching for it, but the face unlock is very reliable and extremely fast so you have options.Due to the glass back the s8 has wireless charging alongside Samsung's fast charging system allows for easy and fast charging anywhere.HARDWARE: The snapdragon 835 with gigs of ram may not be the latest and greatest but for multitasking and everyday tasks are seemless. Gaming is also fast and smooth. It's no razor phone or note 9 but it is more than capable.All in all this is  great smartphone and is defintly worth your consideration if you can't stomach 1000$ for a phone.
            "
1.0 out of 5 stars,"Just after my support ended, my screen seems to have begun having a hardware issue. Horizontal lines have begun appearing, and it looks to be a hardware issue. Pretty disappointed that the Amazon support does not last longer considering I've seen multiple posts online about this being an issue. I haven't had any drops or water issues with the phone, so it looks like the AMOLED screens become defective after a certain time potentially.  Note that if you contact Samsung about this, they will require you to send your phone back, which can be a problem if you do not have another phone to use during that time. Buyer beware!
            "
5.0 out of 5 stars,"I am honestly astounded by how beautiful and advance this phone is. Coming from an iPhone 6s, this is truly an upgrade worth getting for the price.Firstly, the screen is absolutely the best you can get on the market on any phone right now. It has a beautiful 5.8"" Quad HD+ Super AMOLED (2960x1440 resolution). This makes the colors, contrast, and blacks more vivid and pure.  The pure black is pixels turned off when they aren't needed. This gives an amazing black color and helps a bit with the battery not needing to display extra pixels. The screen also employs Samsung's ""Infinity Display"". This creates a nearly bezel-less design on the front screen which gives can provide more information on the screen. They have removed their physical buttons, but it's really noticeable after a few minutes. A feature that I have come to use quite a bit (with widgets and fast opening of certain apps) is the Edge. I am very glad they've introduced the Edge screen onto the regular S series. If you don't prefer it, you can also turn it off. Samsung has also added an Always On Display. This shows the date and time along with notifications you receive. This doesn't consume hardly any battery life (with only losing around 1% an hour)Software: Out of the box, it runs Android 7.0 (Nougat). It also does come with Samsung's 'controversial' TouchWiz skin. However, they've greatly improved the experience and fluidity of the software. I have not noticed any lag with using it for some time now. It's responsive and I personally enjoy the look of it. You can always download different launchers to your liking. S8 users should be able to get Andriod 8.0 (Oreo) within early next month.Hardware: this phone sports 64gb (along with MicroSD slot of up to 256gb of expandable storage) and 4gb of RAM. I am really happy with the amount of RAM and space that's offered. With my iPhone, I've always had to load up the pages I was on again due to the low RAM, along with the very disappointing 16gb of Space (12gb in usable). This limited to using my old phone for daily news and chat apps, while hardly being able to play many games. This is definitely not an issue with the S8! I've downloaded many things that I previously couldn't and I still have a beast amount of storage left. It's also IP68 certified dust and water resistant.Charging: I love the Adaptive Fast Charge that Samsung offers for their products. It charges my phone quickly without it getting hot. The battery capacity is 3000mAh and fast for hours. I can go around 4-6 hours of Screen On Time while going around 12 hours in general. I am very happy with this as regular charging seems quite dated to have it on any (premium) phone.Camera: This Camera is truly beautiful and very detailed. I am surprised by how much I am using it. The photos are clear and crisp all with just one snap. Selfies are also detailed and great to look at. 8MP AF for Front and Dual Pixel 12MP AF for the Rear.Security: The S8 employs two different biometrics for unlocking your phone (along with the regular number/line password). The one we've known for some time is the fingerprint scanner (to which they have moved it right next to the camera. This is not a preferable location as I do hit the Camera often) and the new Iris scanner. The Iris scanner has been quite convenient, though you do have to be a bit close (and in light) for it to work.Voice Command: Samsung has added a new 'Bixby' to their phone line that is to be used similarly to Amazon's Alexa, Apple's Siri, and Google's Assistant. There is a dedicated button on the left side of the phone that allows for Bixby to hear your voice for your questions/command. This button will also open Bixby home, which shows some news, events, personal widgets, and Bixby 'levels'. That is right, you can increase the levels gained on Bixby by using it and helping it with feedback. This doesn't lock you behind any level requirements to use it to the full. This only allows customization unlocks. This has been a controversial feature so far (as many find it unnecessary), though I have been fairly enjoying it. I really use it for screenshots. If you don't prefer it, there are apps to redirect the Bixby button to use it for other apps.Overall, the experience is astounding and I wouldn't trade it for anything else really. This is a phone that will feel premium for years to come. If you're holding out, don't wait! It's an experience unlike any other.NOTE: I have covered the broad specs of the S8, however there are also smaller details that you can view on Samsung's homepage if you want all the specs and information.
            "
3.0 out of 5 stars,"I read the reviews and I needed a waterproof phone.  I've only had this for a few days so far and still getting used to why it makes noises at different times.  It told me ""it appears you go to bed around 0030, do you want to enter in plans for tomorrow now?""  or something to that effect at 6pm today.  That is a little creepy to me.  These are supposed to be phones, communication devices not creeper tracking you.I truly believe the prices for these ""smartphones"" are between insane and stupid (over $500 for this one and IPHONES run close enough to $1000), but times are a changing and we all ""need"" to stay connected with these little devices.The camera works really well on this phone as it takes nice, sharp photos.  It was a bit of a challenge to transfer my contacts from a non Samsung phone to this one.  Just export your contacts to a micro SD card from your old phone and put in the new S8.  It only took a short time to bring all the info over to the new phone.
            "
5.0 out of 5 stars,"At first I was thinking ""Am I nuts for spending 600 bucks on a phone?"" Well sanity not withstanding, I am happy with my new phone.I use it with my Tracfone account. So it is cheap for me to maintain for the year. It's nice not having a phone that is locked to any specific carrier.And the functionality of the S8 is great. I like the biometric features. The DEX functionality is a bonus. I didn't even know about it at the time I bought it. The built in device maintenance means I don't have to run an app that bombards me with ads just to clean the phones OS.The bad.Samsung Bixby. I don't have a problem with everyone trying to come up with their own digital assistant software. But it should be optional not forced. In order to disable it on the phone, first you have to agree with the license. Not happy about having to agree to let someone in my house in order to be able to tell them to get out.Samsung Pay. No you cannot hold my wallet.Samsung Health. Stop shoving advertising in my face.But other than that, I love the phone.
            "
1.0 out of 5 stars,"Verizon could not activate phone because it is not USA version. I took all precautions by purchasing phone case and screen protector. Placed protector and all on phone out of box. Now I have to return all. just a waste of my time and money. Now why sell a phone in the USA if it's for United Arab!!! This is a scam. Buyer Beware!!
            "
1.0 out of 5 stars,"Great phone! Good touchscreen response. Great camera, ect, etc. Would have been perfect if they had packaged the right one. I don't live in freaking Europe. Samsung fail, not Amazon. The box listed the model as SM-G950U1 (USA version). Inside, factory sealed, was SM-G950F (international version). The IMEI number even matched. How could this error possibly happen?!? It cost me half a day dealing with Verizon trying to figure out what the problem was.Pissed
            "
1.0 out of 5 stars,"I bought two cellphones, my wife cellphone is still working great. But my cellphone had a software problem since the beginning, everytime I tried to update the software it showed an error. Last week I installed Samsung Smart Switch on my PC to back up my files, it showed me the option that I could update the software through this app, but after a while it just took me to a blue screen, now my cellphone is useless, it doesnt accept the emergency software recovery or any other option. I will try to get the warranty.
            "
1.0 out of 5 stars,"Was supposed to be unlocked and compatible with cellular/data programs offered by, among other major providers, Verizon.  Well, it wasn't.  Finally took it to a Verizon store and was told that the phone was simply not compatible with Verizon. So Frustrating! It's so obvious the answer is the best course of action is to go to a provider brick and mortar store (in this case Verizon), and buy the phone there.  Whatever the difference in price is, if any, is more than offset by the time and hassle saved. Ugh!
            "
5.0 out of 5 stars,"Ordered this device while Harvey was ongoing. There was a slight delay, but that was inevitable due to the inclement weather. Arrived within the time frame and Amazon notified me, as and when there were delays.The device was grouped with the Case and Screen Protector that I had ordered, which was very convenient. Packaging was secure which is expected for this device at such a price range.Overall, the phone is brilliant. Sharp display, clear camera images with AF. It runs all apps like a breeze and is well suited for heavy multitasking. The bezel-less display is a joy to look at and reading on it is very comfortable. It also ships with USB (B to C) and (A to C) adapters, which helps during our transition to USB C type plugs.The battery life is amazing, for a phone with such a sharp and bright display, and also considering the hardware. The 3500mAh battery offers enough juice for an entire day of light usage. Heavy use - like watching movies or playing games like Real Racing, etc. drains it faster, but that is expected from demanding apps.The issue of the fingerprint sensor being too close to the camera is real for the first few days; but after using it as your daily driver, you tend to figure out where it is and it doesn't pose much of a bother, unless you deliberately want to smudge your camera lens.I would highly recommend this device to anyone with a moderately high budget. It looks amazing and performs much better than it looks. I would also recommend to get a protector case (the rear side is a fingerprint magnet and you wouldn't want to crack this amazing display) and a screen protector. To all those having second thoughts, I would say: Go for it!
            "
1.0 out of 5 stars,"7 mounth after  buyingTerrible purchase regret it will never buy a Samsung device in my life !!!!Battery life the worst ever phone needs to be charge 3 to 4 times a dayCharging port doesn't work any more !!!Phone has to be charged with wireless chargerPhone heats up while chargingPhone is slow since day one !!!Use to have galaxy s 7 edge, and to be honest it feels like i downgrade to s8 just stay away Samsung's customer service are not willing to do anything but to make me send my phone without giving me any loan phone or device to use in the meantime just doesn't make senseMy suggestion Samsung learn from Apple!!!!
            "
2.0 out of 5 stars,"I did buy this phone NEW and FROM Amazon just FYINow I know the quality of the product has nothing to do with Amazon so this rating is obviously for the product specifically.I even noticed that someone had the same problem with the phone that I did.It completely died after owning it for about 3 months. I did not do anything to the phone other than add a micro SD card (which is allowed with this device) and it worked fine ever since I bought it.However Amazons warranty is not so great. Samsung does offer a 1 year manufacturers warranty on NEW items. The CSR (Customer Support Representative) was helpful and straight forward. You do have to ship the phone to them, but they will email you a paid for shipping label (Print 3 to place on 3 sides of the box). Excluding the shipping time, maintenance and processing will take 9-11 business days. Obviously no one should have to deal with this in the first place, but I just want a helpful review if someone has a bad situation happen to them like I did. Samsung's CSR is 866-371-9501. Follow the menu prompts and you will get the option to speak to a CSR (it can get annoying waiting through all the options but you'll get there)
            "
1.0 out of 5 stars,"The US Warranty listed is not valid.  When I received my phone, I tried to register it on the Samsung website and received the error message: ""Possible reasons for the error include serial/IMEI number is not valid, product is older than 3 years, product was purchased outside the U.S.""Contacted Amazon, and a replacement phone was sent out.  When I attempted to register it, I had the same problem.  After spending an hour with Samsung customer service per the number in the warranty listing, the phone does NOT have a US Warranty available.
            "
1.0 out of 5 stars,"Very disappointed with this purchase. No US warranty!Since I opened the box, the phone came with vertical marks on both edges. Very light marks but noticeable with the screen off.I passed that issue, but two days ago the screen glass broke on the botton edge without any apparent reason.I took the phone to an authorized shop to change the glass and the attendant told that it is an international  version and don’t have warranty in the US. Really disappointed with this phone.Don’t know how Amazon let this type of products are sold in this site.
            "
4.0 out of 5 stars,"The good: I'm really glad that I got this over spending more for a Verizon phone. There's less garbage on it from the carrier (and the few things that it tried to install when I inserted the SIM card were able to be uninstalled). The battery life is pretty crazy. Even without the power saver mode turned on, it lasts all day. Switch on power saver mode and it won't use hardly any power unless the screen is turned on. The curved screen doesn't cause issues with the touch screen while using it one-handed, and is positively gorgeous. People actually ask me what phone I have. The camera is super fast and takes amazing pictures.The bad: Bixby is not what it's cracked up to be in my opinion. Sure it can do some cool stuff, but 90% of the time it's not helpful. Additionally, there's a really quick, perceptible wait for the microphone to turn on when you hold the button down. I also tend to push the button (or it gets pushed as it's going into my pocket) on accident. For some reason when I type the microphone key on the keyboard to do voice dictation, it refuses to use the Google voice recognition engine. It's not really slick so it won't fall out of your hand, but when I put it screen down on my nightstand, there's some coating or something on the screen that will actually let the phone slowly slide around (because the table isn't 100% level).
            "
1.0 out of 5 stars,"This is a Samsung phone. It came with AT&T instruction book.The description stated it was a US unlocked phone and it is not.The phone came and the default language was Dutch. Had to use google to translate so I could get it set.The phone will only only use 3g and 2G. 4G is not available.Do not purchase this phone if you are expecting a US version. Amazon should prevent fraudulent vendors like this from selling on their site.
            "
1.0 out of 5 stars,"Read my review before make your decision!!!!!!!!!I have purchased the S8 from this seller for around 5 months only. I have never dropped the device, never done any physical damage to the device, never done anything to the operating system. Then when I was using the cellphone for fun, suddenly it shows an problem: Device Storage Corrupted.Therefore, considering this device is still under US one-year warranty, as the seller states in the product description, I contacted Samsung service and sent the S8 to repair. However, Samsung repair center told me that the motherboard of this device is replaced, therefore, it is out of warranty... I am not sure if the seller has an explanation on this?If not, I can only suspect that the seller has done something to the device. Then Do not buy anything from the seller! It will not be under the warranty if there is any problem!!! The Samsung would say it is not from official sellers, they won't be responsible for it!!!
            "
1.0 out of 5 stars,"I bought this in September of 2017 and absolutely loved it. Then they pushed an update for Oreo about 6 months ago which caused the phone to no longer allow Bluetooth control of streaming services through my vehicles head unit. I waited for a fix. I looked online, and tried everything from factory resets to changing developer mode settings, updating the firmware on the head unit, contacting Pandora's tech support. Samsung's solution is for me to send it (my only active phone) in, and wait a week or two with no phone so they can send me a refurbished one... with no guarantee that it will fix the issue. Yep, I send them a phone that was purchased new, go without a phone for two weeks, and then they'll send me back a 'refurbished' phone potentially with a scratched up screen and poor battery, that will likely not fix the issue since it is clearly a software problem. I used to swear by Samsung, but I can no longer recommend Samsung to anyone based on my S8 not working properly for 2/3 of the time I've owned it. I currently own the following Samsung devices, Galaxy S3, S4, S5, S6, S7, S8, Gear, Gear S Nano, Samsung Refrigerator, and a Curved 4k TV. I say this so you know how much I have enjoyed Samsung in the past. If they release an update that breaks something, their expectation is that you'll just go buy a new one - I've given them 6 months to fix what they broke in the Oreo update and they haven't done it... they haven't had any trouble though pushing their new phone. No thanks. Now as items stop working I will make sure to avoid Samsung.
            "
1.0 out of 5 stars,"The Samsung Galaxy S8 I was shipped had model number SM-G950F, which is the international version of the phone, not the US version as specified in this item.I recently got lines of dead pixels in my S8 and Samsung refuses to pay for it because the international version of the phone does not have a warranty coverage as promised in this item.
            "
1.0 out of 5 stars,"What I like the most about the phone is that it was a unlocked phone but when I had it activated by T-mobile it work fine for a day unlimited data,talk, and texted. The second day I got a notice in notification screen that it needed a Verizon Sim card ,the phone became useless no talk no text. I reboot the phone and notice at start up a Verizon start up screen a peers.  Is the phone locked or unlocked as advertised?
            "
5.0 out of 5 stars,"I was skeptical about buying this phone off Amazon instead of Verizon because the reviews were half good, half bad as far as activating it on the Verizon network.  My advice is dont go to the store and activate yourself on their website.  It takes just 5-10 minutes.  Just make sure to have a Verizon nano SIM card, I was able to use the one from my iphone 6.  Transfer your contacts, music etc on their app as well, it's very easy.  Other than that the actual phone is great.  Very sleek looking phone.  This phone is $756 at Verizon and they try to sell their payment plan to you but I would much rather pay the cheaper Amazon price and keep my phone bill lower.  If you're on the fence like I was I hope this review can help you out.
            "
5.0 out of 5 stars,"This review is coming from a long time Apple user. After years of drink the koolaid I decided to make a change.Upgrading from the Apple ecosystem isn't easy as it is a big change but this phone is incredible. It may not be a 2018 flagship but it is still great.CAMERA: the 12 megapixel camera is clear and bright. It does not take the best low light pictures but as good if not better than other flagship of 2017. In daylight this camera shines and is excellent.SCREEN: Samsung has a always had the best quality smartphone screens. The infinity display is something to get used to but the super sampled display is no different. The colors are bright and vibrant. When the display is set to 1440p (factory defaults the display to 1080p) is crystal clear and watching videos or photos it will blow your mind if you compare it to comparable smartphones.DESIGN: The infinity display and glad back are a very elegant design, while allowing for great features and one not so great.FEATURES: This phone most of the features of 2018 flagships. Fingerprint scanner, face unlock and iris scanner. The only thing is the placement of the fingerprint scanner is in less than a desirable location. Being right next to the camera lens it is very easy to smudge it when reaching for it, but the face unlock is very reliable and extremely fast so you have options.Due to the glass back the s8 has wireless charging alongside Samsung's fast charging system allows for easy and fast charging anywhere.HARDWARE: The snapdragon 835 with gigs of ram may not be the latest and greatest but for multitasking and everyday tasks are seemless. Gaming is also fast and smooth. It's no razor phone or note 9 but it is more than capable.All in all this is  great smartphone and is defintly worth your consideration if you can't stomach 1000$ for a phone.
            "
1.0 out of 5 stars,"Just after my support ended, my screen seems to have begun having a hardware issue. Horizontal lines have begun appearing, and it looks to be a hardware issue. Pretty disappointed that the Amazon support does not last longer considering I've seen multiple posts online about this being an issue. I haven't had any drops or water issues with the phone, so it looks like the AMOLED screens become defective after a certain time potentially.  Note that if you contact Samsung about this, they will require you to send your phone back, which can be a problem if you do not have another phone to use during that time. Buyer beware!
            "
